Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1600000,100000,8,Ahmedabad
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1600000,100000,8,Gurgaon
Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Automatic,Petrol,501500,65000,7,Ahmedabad
Toyota,Fortuner [2016-2021],2.8 4x2 MT,Manual,Diesel,2470000,91000,6,Ahmedabad
Hyundai,Venue [2019-2022],SX 1.0 Turbo,Manual,Petrol,823000,39000,3,Ahmedabad
Volkswagen,Polo,GT,Automatic (TC),Petrol,569900,55700,7,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Automatic,Diesel,1297000,77000,7,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Automatic,Diesel,1297000,77000,7,Mohali
Hyundai,Xcent,E,Manual,Petrol,245300,46000,10,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,765000,95000,5,Ahmedabad
Hyundai,Venue [2019-2022],SX 1.5 (O) CRDi Dual Tone,Manual,Diesel,842000,44000,3,Ahmedabad
Hyundai,Verna [2006-2010],i,Manual,Petrol,1212000,48000,3,Ahmedabad
Kia,Seltos,GTX Plus 1.5 Diesel AT,Automatic (TC),Diesel,1570000,60050,2,Ahmedabad
Toyota,Glanza,E,Manual,Petrol,972000,11000,1,Ahmedabad
Maruti Suzuki,Brezza,VXi,Manual,Petrol,783000,27000,3,Ahmedabad
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,1570000,110000,8,Ahmedabad
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT (O) [2016-2017],Automatic,Petrol,460000,72000,8,Ahmedabad
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,1143000,40000,5,Ahmedabad
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,1143000,40000,5,Delhi
Volkswagen,Polo,GT,Automatic (TC),Petrol,624600,83000,6,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,488700,58000,6,Ahmedabad
Honda,Mobilio,V (O) Diesel,Manual,Diesel,471200,70000,9,Ahmedabad
BMW,M2,3.0 Petrol,Automatic (TC),Petrol,9522000,0,1,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],VDi,Manual,Diesel,514600,38000,5,Ahmedabad
BMW,X5 [2014-2019],M,Automatic,Petrol,7920000,14000,3,Ahmedabad
Audi,A6[2011-2015],2.0 TDI Premium,Automatic,Diesel,1419000,64601,10,Ahmedabad
Honda,Amaze [2013-2016],1.5 S i-DTEC,Manual,Diesel,483100,62000,4,Ahmedabad
Nissan,Terrano [2013-2017],XL (D),Manual,Diesel,444700,72001,10,Ahmedabad
Volkswagen,Ameo,Trendline 1.5L (D),Manual,Diesel,479600,39000,4,Ahmedabad
Tata,Nexon [2017-2020],XM,Manual,Petrol,1097000,29000,1,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,647000,44000,4,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,647000,48000,4,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,922000,52000,6,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,922000,52000,6,Ghaziabad
Maruti Suzuki,Vitara Brezza [2016-2020],VDi,Manual,Diesel,513900,53000,5,Ahmedabad
Maruti Suzuki,Ignis [2017-2019],Delta 1.3 Diesel [2017-2018],Manual,Diesel,432200,49000,7,Ahmedabad
Honda,Brio,VX AT,Automatic,Petrol,456700,70016,8,Ahmedabad
Tata,Harrier [2019-2023],XZ,Manual,Diesel,1386000,42000,3,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,480600,55000,6,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,480600,55000,6,Chennai
Ford,Endeavour,Titanium Plus 2.0 4x2 AT,Automatic (TC),Diesel,2212000,55900,4,Ahmedabad
Kia,Carens [2022-2023],Luxury Plus 1.5 Diesel 7 STR,Manual,Diesel,1399000,25000,2,Ahmedabad
Skoda,Rapid,Style 1.5 TDI,Manual,Diesel,745000,71000,4,Ahmedabad
Toyota,Urban Cruiser,High Grade MT,Manual,Petrol,788000,48000,3,Ahmedabad
Maruti Suzuki,Baleno [2019-2022],Zeta,Manual,Petrol,456100,50000,6,Ahmedabad
Maruti Suzuki,Swift DZire [2011-2015],LDI,Manual,Diesel,418900,81000,4,Ahmedabad
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,1097000,85000,6,Ahmedabad
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,803000,59000,5,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.8 GX AT 8 STR [2016-2020],Automatic,Diesel,1411000,72892,7,Ahmedabad
Renault,Duster [2016-2019],110 PS RXL 4X2 MT,Manual,Diesel,530900,72000,8,Ahmedabad
Hyundai,Elite i20 [2019-2020],Magna Plus 1.2,Manual,Petrol,440500,69000,5,Ahmedabad
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1315000,76000,9,Ahmedabad
Maruti Suzuki,Ciaz [2014-2017],ZXi,Manual,Petrol,420600,65000,9,Ahmedabad
Hyundai,Creta [2015-2017],1.6 E Petrol,Manual,Petrol,474500,85000,8,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.4 VX 7 STR,Manual,Diesel,1670000,104000,6,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,501800,63000,6,Ahmedabad
BMW,X5 [2012-2014],xDrive 30d,Automatic,Diesel,5920000,16000,6,Ahmedabad
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,904000,27000,5,Ahmedabad
Honda,Brio,S MT,Manual,Petrol,225500,44000,10,Ahmedabad
Maruti Suzuki,Brezza,VXi,Manual,Petrol,777000,3300,3,Ahmedabad
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,2710000,24000,4,Ahmedabad
Hyundai,Grand i10,Magna 1.2 Kappa VTVT,Manual,Petrol,491700,11532,3,Ahmedabad
Jeep,Compass [2017-2021],Limited 2.0 Diesel,Manual,Diesel,1172000,60100,6,Ahmedabad
Skoda,Rapid [2014-2015],1.5 TDI CR Ambition,Manual,Diesel,466200,88000,10,Ahmedabad
Tata,Zest,XT Petrol,Manual,Petrol,305400,57000,10,Ahmedabad
Renault,Captur,RXE Petrol,Manual,Petrol,638500,48000,5,Ahmedabad
Toyota,Corolla Altis,G Petrol,Manual,Petrol,892000,85000,6,Ahmedabad
Hyundai,Venue [2019-2022],SX Plus 1.0 AT Petrol [2019-2020],Automatic,Petrol,746000,10000,5,Ahmedabad
Mahindra,KUV100 [2016-2017],K2 D 6 STR,Manual,Diesel,457600,43495,5,Ahmedabad
Maruti Suzuki,Ertiga [2015-2018],ZDI SHVS,Manual,Diesel,634000,56663,5,Ahmedabad
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,603300,28000,2,Ahmedabad
Hyundai,i20 [2008-2010],Sportz 1.2 BS-IV,Manual,Petrol,251200,87000,10,Ahmedabad
Hyundai,Verna [2006-2010],i,Manual,Petrol,493100,82000,6,Ahmedabad
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,556000,65000,6,Ahmedabad
Honda,Mobilio,V Diesel,Manual,Diesel,514900,60000,10,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,281800,51000,9,Ahmedabad
Honda,Jazz,V,Manual,Petrol,516400,53000,8,Ahmedabad
Tata,Tiago,XT,Manual,Petrol,572700,21000,2,Ahmedabad
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,608700,70000,5,Ahmedabad
Maruti Suzuki,Alto K10,VXi,Manual,Petrol,495700,9200,1,Ahmedabad
Hyundai,Tucson [2016-2020],GL 2WD AT Diesel,Automatic,Diesel,1271000,80000,6,Ahmedabad
Honda,Jazz,V,Manual,Petrol,451000,44000,7,Ahmedabad
Honda,Jazz,V,Manual,Petrol,461000,44000,7,Kolkata
Maruti Suzuki,Ciaz [2014-2017],ZDi+ SHVS,Manual,Diesel,538000,73000,7,Ahmedabad
Mahindra,XUV500,W7,Manual,Diesel,997000,80700,5,Ahmedabad
Tata,Harrier [2019-2023],XT,Manual,Diesel,1408000,64500,2,Ahmedabad
Toyota,Etios [2010-2013],G,Manual,Petrol,477700,70000,6,Ahmedabad
Honda,Jazz,V,Manual,Petrol,516300,55000,8,Ahmedabad
Honda,Jazz,V,Manual,Petrol,516300,55000,8,Chennai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,448400,48000,7,Ahmedabad
Maruti Suzuki,Baleno,Alpha MT,Manual,Petrol,831000,32000,2,Ahmedabad
Jaguar,XE [2016-2019],Portfolio,Automatic,Petrol,2320000,66000,5,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,767000,69000,5,Ahmedabad
Hyundai,Grand i10,Sportz (O) U2 1.2 CRDi [2017-2018],Manual,Diesel,495000,84000,6,Ahmedabad
Mahindra,XUV500,W7,Manual,Diesel,1097000,68000,5,Ahmedabad
Honda,Amaze [2013-2016],1.5 VX i-DTEC,Manual,Diesel,305200,63000,10,Ahmedabad
Tata,Harrier [2019-2023],XM,Manual,Diesel,1312000,72200,5,Ahmedabad
Hyundai,Verna [2006-2010],i,Manual,Petrol,460000,70000,7,Ahmedabad
Toyota,Innova Crysta [2020-2023],GX 2.7 8 STR,Manual,Petrol,1589000,20500,2,Ahmedabad
Toyota,Glanza,E,Manual,Petrol,459600,62000,5,Ahmedabad
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,555600,72000,6,Ahmedabad
Volkswagen,Vento [2010-2012],Highline Diesel,Manual,Diesel,495300,113000,10,Ahmedabad
Hyundai,Santro,Sportz,Manual,Petrol,457100,68000,6,Ahmedabad
Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,Automatic,Petrol,473300,42000,7,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,416700,97000,8,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,416700,97000,8,Hyderabad
Hyundai,i20 [2008-2010],Sportz 1.4 CRDI 6 Speed BS-IV,Manual,Diesel,275300,66300,10,Ahmedabad
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,2320000,75000,5,Ahmedabad
Maruti Suzuki,Ignis,Delta 1.2 MT,Manual,Petrol,462500,58000,7,Ahmedabad
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),3220000,63000,5,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,202000,51000,8,Ahmedabad
Hyundai,Venue,SX 1.5 CRDi,Manual,Diesel,993000,20596,2,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,489800,28997,6,Ahmedabad
Hyundai,Venue [2019-2022],SX 1.4 (O) CRDi,Manual,Diesel,661000,67000,5,Ahmedabad
Hyundai,Venue [2019-2022],SX 1.4 (O) CRDi,Manual,Diesel,661000,67000,5,Mohali
Kia,Seltos [2019-2022],HTX 1.5,Manual,Petrol,1029000,67000,4,Ahmedabad
Tata,Tiago,XT,Manual,Petrol,872000,15050,1,Ahmedabad
Audi,Q3 [2012-2015],35 TDI Premium,Automatic,Diesel,1670000,72000,8,Ahmedabad
Audi,Q3 [2012-2015],35 TDI Premium,Automatic,Diesel,1670000,72000,8,Delhi
Tata,Safari [2021-2023],XZ,Manual,Diesel,1713000,66976,1,Ahmedabad
Volkswagen,Vento,Comfortline 1.5 (D),Manual,Diesel,501000,90000,7,Ahmedabad
Kia,Seltos [2019-2022],HTK Plus 1.5,Manual,Petrol,822000,68484,5,Ahmedabad
Maruti Suzuki,Eeco [2010-2022],5 STR,Manual,Petrol,289100,45000,5,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,419100,85000,5,Ahmedabad
Hyundai,Elite i20 [2017-2018],Magna Executive 1.2,Manual,Petrol,510500,52000,5,Ahmedabad
Hyundai,i10 [2007-2010],Era,Manual,Petrol,163200,82000,10,Ahmedabad
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2070000,75000,6,Ahmedabad
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2070000,75000,6,Delhi
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2070000,75000,6,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,569100,37920,3,Ahmedabad
Maruti Suzuki,S-Cross [2014-2017],Zeta 1.3,Manual,Diesel,591600,39000,5,Ahmedabad
Maruti Suzuki,Swift DZire [2011-2015],LDI,Manual,Diesel,418700,85000,4,Ahmedabad
Audi,Q3 [2012-2015],35 TDI Premium,Automatic,Diesel,2070000,57000,7,Ahmedabad
BMW,X1 [2020-2023],sDrive20i Tech Edition,Automatic (DCT),Petrol,3220000,26000,3,Ahmedabad
Mahindra,Marazzo [2018-2020],M4 8 STR,Manual,Diesel,832000,35000,5,Ahmedabad
Mahindra,XUV500,W7,Manual,Diesel,1212000,72000,5,Ahmedabad
Land Rover,Range Rover Velar [2017-2023],S R-Dynamic 2.0 Diesel,Automatic (TC),Diesel,7270000,444,3,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.4 ZX 7 STR,Manual,Diesel,1147000,67000,6,Ahmedabad
Mahindra,Marazzo [2018-2020],M8 7 STR,Manual,Diesel,912000,94800,6,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1410000,12500,1,Ahmedabad
Ford,Freestyle,Titanium 1.2 Ti-VCT,Manual,Petrol,444900,49400,6,Ahmedabad
Renault,Kiger,RXZ MT,Manual,Petrol,697000,60000,2,Ahmedabad
Nissan,Sunny,XE,Manual,Petrol,431300,77000,6,Ahmedabad
Maruti Suzuki,Swift DZire [2011-2015],VDI,Manual,Diesel,261600,58000,10,Ahmedabad
Land Rover,Defender,130 HSE 3.0 Petrol,Automatic (TC),Petrol,15620000,0,1,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,226200,67000,7,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,732000,34000,2,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,851000,45000,1,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,778000,23000,2,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,898000,23000,2,Bangalore
Tata,Nexon [2017-2020],XZ,Manual,Petrol,778000,23000,2,Chennai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,898000,23000,2,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 VX 7 STR,Manual,Diesel,1509000,63200,3,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.4 VX 7 STR,Manual,Diesel,1744000,63200,3,Bangalore
Maruti Suzuki,Ciaz [2014-2017],ZDi SHVS,Manual,Diesel,519800,75685,9,Ahmedabad
Hyundai,Verna [2006-2010],i,Manual,Petrol,1012000,66000,5,Ahmedabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,707000,69000,3,Ahmedabad
Honda,Jazz,V,Manual,Petrol,480600,57000,9,Ahmedabad
Honda,Jazz,V,Manual,Petrol,432500,57000,9,Bangalore
Renault,Kwid [2022-2023],RXT 1.0,Manual,Petrol,482600,12000,2,Ahmedabad
Renault,Kwid [2022-2023],RXT 1.0,Manual,Petrol,482600,12000,2,Kolkata
Honda,Amaze [2013-2016],1.5 SX i-DTEC,Manual,Diesel,429000,65000,9,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],LDi,Manual,Diesel,500000,76000,7,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],LDi,Manual,Diesel,455000,76000,7,Delhi
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1012000,88000,10,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Alpha 1.2,Manual,Petrol,487700,77000,8,Ahmedabad
BMW,X5 [2014-2019],M,Automatic,Petrol,8120000,26800,3,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,581400,74000,8,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,581400,74000,8,Hyderabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,516100,58000,5,Ahmedabad
Volkswagen,Polo,Trendline 1.0L MPI,Manual,Petrol,435900,54000,5,Ahmedabad
Kia,Carens [2022-2023],Luxury 1.4 Petrol 7 STR,Manual,Petrol,1379000,13027,2,Ahmedabad
Kia,Sonet [2020-2022],HTK Plus 1.5,Manual,Diesel,760000,35000,3,Ahmedabad
Mahindra,XUV500,W5,Manual,Diesel,1142000,53400,5,Ahmedabad
Maruti Suzuki,Alto K10,VXi,Manual,Petrol,452300,13000,2,Ahmedabad
Land Rover,Defender,130 HSE 3.0 Petrol,Automatic (TC),Petrol,15120000,0,1,Ahmedabad
Renault,Kiger,RXE,Manual,Petrol,589800,13000,1,Ahmedabad
Hyundai,Creta [2020-2023],SX (O) 1.4 Turbo 7 DCT,Automatic (DCT),Petrol,1470000,51000,4,Ahmedabad
Toyota,Yaris,J CVT,Automatic (CVT),Petrol,772000,38000,6,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,912000,95000,8,Ahmedabad
Mini,Cooper,S,Automatic (DCT),Petrol,4470000,7000,1,Ahmedabad
Maruti Suzuki,Eeco [2010-2022],5 STR,Manual,Petrol,264300,33000,6,Ahmedabad
Maruti Suzuki,Ciaz,Alpha 1.5,Manual,Petrol,900000,28874,3,Ahmedabad
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1212000,110000,10,Ahmedabad
Kia,Sonet [2020-2022],GTX Plus 1.0 DCT,Automatic (DCT),Petrol,959000,15205,4,Ahmedabad
Audi,Q7 [2010 - 2015],45 TDI Technology Pack,Automatic,Diesel,4420000,164000,6,Ahmedabad
MG,Hector [2019-2021],Sharp 2.0 Diesel,Manual,Diesel,1270000,70000,5,Ahmedabad
Maruti Suzuki,Swift DZire [2011-2015],ZDI,Manual,Diesel,460900,63000,8,Ahmedabad
Land Rover,Defender,130 HSE 3.0 Diesel,Automatic (TC),Diesel,12520000,0,0,Ahmedabad
Hyundai,Santro,Magna,Manual,Petrol,467300,63000,5,Ahmedabad
Volvo,S90 [2016-2021],D4 Inscription,Automatic (TC),Diesel,4270000,47000,3,Ahmedabad
MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Automatic (DCT),Petrol,1545000,36000,4,Ahmedabad
Kia,Sonet [2020-2022],HTK Plus 1.5,Manual,Diesel,761000,30638,3,Ahmedabad
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,603800,20152,2,Ahmedabad
Volkswagen,Ameo,Highline Plus 1.5L AT (D)16 Alloy,Automatic,Diesel,647000,57000,8,Ahmedabad
Hyundai,Eon,Era +,Manual,Petrol,178100,25000,9,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,731000,47400,2,Ahmedabad
Hyundai,Santro,Magna,Manual,Petrol,467800,51000,5,Ahmedabad
Jeep,Compass [2017-2021],Limited 2.0 Diesel,Manual,Diesel,1197000,58000,5,Ahmedabad
Hyundai,Santro,Magna,Manual,Petrol,468400,31000,5,Ahmedabad
Skoda,Rapid,Style 1.5 TDI,Manual,Diesel,617900,86000,6,Ahmedabad
Hyundai,Verna [2006-2010],i,Manual,Petrol,493600,69343,6,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Sigma 1.2,Manual,Petrol,513700,84000,4,Ahmedabad
Maruti Suzuki,Swift,VXi,Manual,Petrol,431400,52000,9,Ahmedabad
Hyundai,Grand i10,Magna 1.2 Kappa VTVT,Manual,Petrol,513300,46897,5,Ahmedabad
Kia,Sonet [2020-2022],GTX Plus 1.0 DCT,Automatic (DCT),Petrol,955000,55000,4,Ahmedabad
Jaguar,XE [2016-2019],Prestige,Automatic,Petrol,2710000,54000,6,Ahmedabad
Maruti Suzuki,Alto 800 [2012-2016],Lx,Manual,Petrol,125900,94000,10,Ahmedabad
Tata,Punch,Accomplished MT,Manual,Petrol,698000,43000,2,Ahmedabad
Toyota,Innova Crysta [2016-2020],2.8 GX AT 8 STR [2016-2020],Automatic,Diesel,968000,80000,6,Ahmedabad
Hyundai,Elite i20 [2014-2015],Magna 1.2,Manual,Petrol,455600,68000,4,Ahmedabad
Volkswagen,Taigun,Highline 1.0 TSI MT,Manual,Petrol,1342000,2278,1,Ahmedabad
BMW,X5,xDrive40i M Sport,Automatic (TC),Petrol,9160000,21000,2,Ahmedabad
Hyundai,Xcent,E,Manual,Petrol,267700,83000,9,Ahmedabad
Audi,A6[2011-2015],2.0 TDI Premium,Automatic,Diesel,1370000,69000,11,Ahmedabad
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,516000,62000,5,Ahmedabad
Kia,Seltos,GTX Plus 1.5 Diesel AT,Automatic (TC),Diesel,1593000,14588,2,Ahmedabad
Maruti Suzuki,S-Cross [2014-2017],Alpha 1.6,Manual,Diesel,496300,84000,9,Ahmedabad
Kia,Seltos [2019-2022],HTX 1.5,Manual,Petrol,1029000,65350,4,Ahmedabad
Volvo,XC90 [2007-2015],D5 AWD,Automatic,Diesel,1420000,51000,10,Ahmedabad
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,483900,31000,7,Ahmedabad
Ford,Endeavour,Titanium Plus 2.0 4x2 AT,Automatic (TC),Diesel,3610000,34400,3,Ahmedabad
Ford,Endeavour,Titanium Plus 2.0 4x2 AT,Automatic (TC),Diesel,3610000,34400,3,Bangalore
Tata,Harrier [2019-2023],XZ,Manual,Diesel,2410000,8694,1,Ahmedabad
Renault,Triber,RXL,Manual,Petrol,554700,14315,3,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,455200,58000,8,Ahmedabad
Hyundai,Verna [2006-2010],i,Manual,Petrol,265600,92000,10,Ahmedabad
Maruti Suzuki,Swift,VXi,Manual,Petrol,496200,47300,7,Ahmedabad
Renault,Triber,RXT,Manual,Petrol,680000,12000,2,Ahmedabad
Tata,Nexon [2017-2020],XE,Manual,Petrol,486800,41329,7,Ahmedabad
Skoda,Rapid,Ambition 1.5 TDI,Manual,Diesel,502100,87000,7,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],LDi,Manual,Diesel,500000,75000,7,Ahmedabad
Skoda,Octavia [2013-2015],Ambition 2.0 TDI,Manual,Diesel,721000,65000,10,Ahmedabad
Volkswagen,Jetta,Highline TDI,Manual,Diesel,679000,59400,10,Ahmedabad
Hyundai,Xcent,E,Manual,Petrol,432200,48000,7,Ahmedabad
Nissan,Terrano [2013-2017],XL (D),Manual,Diesel,642000,72000,9,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,500500,89268,6,Ahmedabad
Hyundai,Alcazar,Prestige (O) 7 STR 1.5 Diesel AT,Automatic (TC),Diesel,1534000,18896,2,Ahmedabad
Toyota,Corolla Altis [2014-2017],G,Manual,Diesel,747000,80000,8,Ahmedabad
MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Automatic (DCT),Petrol,1410000,44000,4,Ahmedabad
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 [2018-2020],Manual,Petrol,607500,80000,6,Ahmedabad
Honda,WR-V [2017-2020],S MT Petrol,Manual,Petrol,558900,31000,5,Ahmedabad
Renault,Duster [2012-2015],85 PS RxL Diesel,Manual,Diesel,495200,106009,10,Ahmedabad
Skoda,Slavia,Ambition 1.0L TSI AT,Automatic (TC),Petrol,1295000,9832,2,Ahmedabad
Jeep,Compass [2017-2021],Limited Plus Petrol AT,Automatic (DCT),Petrol,1710000,28374,5,Ahmedabad
Hyundai,Alcazar,Signature (O) 6 STR 2.0 Petrol AT,Automatic (TC),Petrol,1710000,18408,3,Ahmedabad
Kia,Sonet [2020-2022],HTK Plus 1.5,Manual,Diesel,693000,46687,4,Ahmedabad
Maruti Suzuki,Ciaz,Zeta Hybrid  1.5 [2018-2020],Manual,Petrol,586000,55000,6,Ahmedabad
Renault,Triber,RXZ,Manual,Petrol,733000,16767,2,Ahmedabad
Jaguar,F-Pace [2016-2021],Prestige,Automatic,Diesel,4170000,78000,6,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,555100,58700,5,Ahmedabad
Kia,Carens [2022-2023],Luxury Plus 1.4 Petrol 6 STR,Manual,Petrol,1491000,15565,2,Ahmedabad
Renault,Kwid [2015-2019],RXT [2015-2019],Manual,Petrol,281600,52000,4,Ahmedabad
Toyota,Corolla Altis [2014-2017],VL AT Petrol,Automatic (CVT),Petrol,1172000,57000,5,Ahmedabad
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,419400,65000,6,Ahmedabad
Hyundai,Elantra [2012-2015],1.6 SX MT,Manual,Diesel,747000,72000,10,Ahmedabad
Jeep,Compass [2017-2021],Limited (O) 1.4 Petrol AT,Automatic,Petrol,1295000,49000,6,Ahmedabad
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,666500,96000,7,Ahmedabad
Maruti Suzuki,Swift DZire [2011-2015],VDI,Manual,Diesel,260400,104000,10,Ahmedabad
Mini,Clubman,Cooper S,Automatic (DCT),Petrol,3120000,46000,7,Ahmedabad
Hyundai,Creta [2015-2017],1.4 S,Manual,Diesel,528000,78000,8,Ahmedabad
Audi,A6 [2015-2019],35 TDI Matrix,Automatic,Diesel,1820000,63000,9,Ahmedabad
Audi,A4 [2013-2016],35 TDI Premium,Automatic,Diesel,1395000,107000,9,Ahmedabad
Audi,Q3 [2017-2020],35 TDI quattro Premium Plus,Automatic,Diesel,2371000,78000,6,Ahmedabad
Tata,Nexon [2017-2020],XE,Manual,Petrol,417000,68000,6,Ahmedabad
Tata,Safari,Adventure,Manual,Diesel,1669000,27000,2,Ahmedabad
Tata,Safari,Adventure,Manual,Diesel,1669000,27000,2,Hyderabad
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,2645000,79000,4,Ahmedabad
Mahindra,TUV300,T8,Manual,Diesel,516100,79000,9,Ahmedabad
Audi,Q7 [2010 - 2015],35 TDI Premium,Automatic,Diesel,2171000,112000,10,Ahmedabad
Audi,A4 [2013-2016],35 TDI Premium,Automatic,Diesel,3031000,71000,5,Ahmedabad
Tata,Harrier [2019-2023],XZ,Manual,Diesel,1386000,41022,3,Ahmedabad
Hyundai,Aura [2020-2023],S 1.2 AMT Petrol,Automatic (AMT),Petrol,556400,45923,4,Ahmedabad
Hyundai,Elite i20 [2014-2015],Asta 1.2,Manual,Petrol,503000,37565,7,Ahmedabad
Hyundai,Alcazar,Signature (O) 7 Seater 1.5 Diesel AT,Automatic (TC),Diesel,1795000,40000,2,Ahmedabad
Land Rover,Range Rover Velar [2017-2023],2.0 R-Dynamic S Petrol 250 [2017-2020],Automatic,Petrol,5725000,26000,3,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,555400,54000,5,Ahmedabad
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,642000,54000,5,Mumbai
